 ['c_000000000699', 'polyA_site_00006_+_readcount_7', 'ORF_000009', '+', 'no'],
 ['c_000000000015', 'polyA_site_02108_+_readcount_44', 'FUN_004041', '+', 'no'],
 ['c_000000000015', 'polyA_site_02113_+_readcount_2', 'FUN_004049', '+', 'no'],
 ['c_000000000014', 'polyA_site_02126_+_readcount_2', 'ORF_004288', '+', 'no'],
 ['c_000000000014', 'polyA_site_02127_+_readcount_1', 'ORF_004291-b', '+', 'no'],
 ['c_000000000014', 'polyA_site_02129_+_readcount_3', 'ORFr_004611', '+', 'no'],
 ['c_000000000014', 'polyA_site_02131_+_readcount_2', 'ORF_004304', '+', 'no'],
 ['c_000000000014', 'polyA_site_02135_+_readcount_8', 'ORFr_004637', '+', 'no'],
 ['c_000000000014', 'polyA_site_02137_+_readcount_2', 'ORF_004321', '+', 'no'],
 ['c_000000000014', 'polyA_site_02167_+_readcount_1', 'ORF_004371', '+', 'no'],
 ['c_000000000014', 'polyA_site_02209_+_readcount_3', 'ORFr_004782', '+', 'no'],
 ['c_000000000014', 'polyA_site_02216_+_readcount_1', 'ORFr_004800', '+', 'no'],
 ['c_000000000014', 'polyA_site_02225_+_readcount_4', 'ORF_004486', '+', 'no'],
 ['c_000000000014', 'polyA_site_02227_+_readcount_2', 'ORFr_004824', '+', 'no'],
 ['c_000000000014', 'polyA_site_02233_+_readcount_6', 'ORF_004500', '+', 'no'],
 ['c_000000000014', 'polyA_site_02235_+_readcount_4', 'ORF_004503', '+', 'no'],
 ['c_000000000014', 'polyA_site_02240_+_readcount_5', 'ORF_004511', '+', 'no'],
 ['c_000000000014', 'polyA_site_02272_+_readcount_3', 'ORF_004575', '+', 'no'],
 ['c_000000000014', 'polyA_site_02277_+_readcount_1', 'ORFr_004934', '+', 'no'],
 ['c_000000000003', 'polyA_site_02304_+_readcount_1', 'ORF_004638', '+', 'no'],
 ['c_000000000003', 'polyA_site_02314_+_readcount_1', 'ORF_004663', '+', 'no'],
 ['c_000000000003', 'polyA_site_02322_+_readcount_2', 'FUN_000599', '+', 'no'],
 ['c_000000000003', 'polyA_site_02350_+_readcount_2', 'ORFr_005072', '+', 'no'],
 ['c_000000000003', 'polyA_site_02351_+_readcount_1', 'ORF_004725-a', '+', 'no'],
 ['c_000000000003', 'polyA_site_02380_+_readcount_2', 'ORF_004796', '+', 'no'],
 ['c_000000000003', 'polyA_site_02391_+_readcount_1', 'ORF_004816', '+', 'no'],
 ['c_000000000003', 'polyA_site_02392_+_readcount_1', 'ORFr_005166', '+', 'no'],
 ['c_000000000003', 'polyA_site_02412_+_readcount_3', 'ORF_004851', '+', 'no'],
 ['c_000000000003', 'polyA_site_02433_+_readcount_2', 'ORF_004884', '+', 'no'],
 ['c_000000000003', 'polyA_site_02439_+_readcount_4', 'ORFr_005247', '+', 'no'],
 ['c_000000000003', 'polyA_site_02440_+_readcount_1', 'ORFr_005249', '+', 'no'],
 ['c_000000000003', 'polyA_site_02445_+_readcount_8', 'ORF_004910', '+', 'no'],
 ['c_000000000003', 'polyA_site_02448_+_readcount_3', 'ORFr_005273', '+', 'no'],
 ['c_000000000003', 'polyA_site_02449_+_readcount_7', 'ORFr_005282', '+', 'no'],
 ['c_000000000702', 'polyA_site_02461_+_readcount_3', 'ORF_004967-b', '+', 'no'],
 ['c_000000000702', 'polyA_site_02462_+_readcount_3', 'ORF_004973', '+', 'no'],
 ['c_000000000702', 'polyA_site_02465_+_readcount_8', 'ORFr_005340', '+', 'no'],
 ['c_000000000702', 'polyA_site_02466_+_readcount_4', 'ORF_004976', '+', 'no'],
 ['c_000000000702', 'polyA_site_02490_+_readcount_2', 'ORF_005028', '+', 'no'],
 ['c_000000000702', 'polyA_site_02495_+_readcount_11', 'ORF_005042', '+', 'no'],
 ['c_000000000702', 'polyA_site_02506_+_readcount_1', 'FUN_007661', '+', 'no'],
 ['c_000000000702', 'polyA_site_02515_+_readcount_4', 'ORFr_005458', '+', 'no'],
 ['c_000000000702', 'polyA_site_02538_+_readcount_3', 'ORFr_005489', '+', 'no'],
 ['c_000000000702', 'polyA_site_02545_+_readcount_46', 'ORF_005134', '+', 'no'],
 ['c_000000000702', 'polyA_site_02549_+_readcount_1', 'ORF_005150', '+', 'no'],
 ['c_000000000702', 'polyA_site_02554_+_readcount_5', 'ORF_005157', '+', 'no'],
 ['c_000000000702', 'polyA_site_02560_+_readcount_2', 'ORFr_005538', '+', 'no'],
 ['c_000000000702', 'polyA_site_02561_+_readcount_3', 'ORFr_005538', '+', 'no'],
 ['c_000000000702', 'polyA_site_02563_+_readcount_2', 'FUN_007773', '+', 'no'],
 ['c_000000000702', 'polyA_site_02564_+_readcount_1', 'FUN_007779', '+', 'no'],
 ['c_000000000017', 'polyA_site_02575_+_readcount_10', 'ORF_005189', '+', 'no'],
 ['c_000000000017', 'polyA_site_02576_+_readcount_11', 'ORF_005191', '+', 'no'],
 ['c_000000000017', 'polyA_site_02578_+_readcount_4', 'ORF_005196', '+', 'no'],
 ['c_000000000017', 'polyA_site_02581_+_readcount_1', 'ORF_005202', '+', 'no'],
 ['c_000000000017', 'polyA_site_02587_+_readcount_7', 'ORFr_005598', '+', 'no'],
 ['c_000000000017', 'polyA_site_02594_+_readcount_17', 'ORF_005246', '+', 'no'],
 ['c_000000000017', 'polyA_site_02602_+_readcount_16', 'ORF_005265', '+', 'no'],
 ['c_000000000017', 'polyA_site_02606_+_readcount_1', 'ORFr_005658', '+', 'no'],
 ['c_000000000017', 'polyA_site_02608_+_readcount_3', 'ORFr_005668', '+', 'no'],
 ['c_000000000017', 'polyA_site_02609_+_readcount_2', 'ORF_005286', '+', 'no'],
 ['c_000000000017', 'polyA_site_02610_+_readcount_1', 'ORF_005286', '+', 'no'],
 ['c_000000000017', 'polyA_site_02611_+_readcount_11', 'ORF_005286', '+', 'no'],
 ['c_000000000017', 'polyA_site_02612_+_readcount_2', 'ORF_005289', '+', 'no'],
 ['c_000000000017', 'polyA_site_02615_+_readcount_6', 'ORF_005297', '+', 'no'],
 ['c_000000000017', 'polyA_site_02619_+_readcount_2', 'ORF_005306', '+', 'no'],
 ['c_000000000017', 'polyA_site_02627_+_readcount_4', 'ORF_005326', '+', 'no'],
 ['c_000000000017', 'polyA_site_02638_+_readcount_15', 'ORFr_005733', '+', 'no'],
 ['c_000000000017', 'polyA_site_02646_+_readcount_2', 'ORF_005371', '+', 'no'],
 ['c_000000000017', 'polyA_site_02648_+_readcount_2', 'ORF_005377', '+', 'no'],
 ['c_000000000017', 'polyA_site_02649_+_readcount_1', 'ORFr_005768', '+', 'no'],
 ['c_000000000017', 'polyA_site_02650_+_readcount_1', 'ORF_005379', '+', 'no'],
 ['c_000000000017', 'polyA_site_02653_+_readcount_2', 'ORFr_005780', '+', 'no'],
 ['c_000000000017', 'polyA_site_02658_+_readcount_1', 'ORFr_005794', '+', 'no'],
 ['c_000000000017', 'polyA_site_02666_+_readcount_4', 'FUN_004779', '+', 'no'],
 ['c_000000000017', 'polyA_site_02668_+_readcount_1', 'ORFr_005819', '+', 'no'],
 ['c_000000000017', 'polyA_site_02672_+_readcount_3', 'ORF_005430', '+', 'no'],
 ['c_000000000017', 'polyA_site_02674_+_readcount_3', 'ORF_005433', '+', 'no'],
 ['c_000000000021', 'polyA_site_02701_+_readcount_1', 'ORFr_005892-b', '+', 'no'],
 ['c_000000000021', 'polyA_site_02710_+_readcount_3', 'ORF_005515', '+', 'no'],
 ['c_000000000021', 'polyA_site_02720_+_readcount_1', 'ORFr_005944', '+', 'no'],
 ['c_000000000021', 'polyA_site_02723_+_readcount_1', 'ORF_005543-b', '+', 'no'],
 ['c_000000000021', 'polyA_site_02737_+_readcount_17', 'ORF_005565', '+', 'no'],
 ['c_000000000021', 'polyA_site_02747_+_readcount_1', 'ORF_005594', '+', 'no'],
 ['c_000000000021', 'polyA_site_02750_+_readcount_1', 'ORF_005600', '+', 'no'],
 ['c_000000000021', 'polyA_site_02752_+_readcount_2', 'ORFr_006023', '+', 'no'],
 ['c_000000000021', 'polyA_site_02764_+_readcount_10', 'ORFr_006046', '+', 'no'],
 ['c_000000000021', 'polyA_site_02774_+_readcount_2', 'ORF_005648', '+', 'no'],
 ['c_000000000021', 'polyA_site_02776_+_readcount_1', 'ORF_005652', '+', 'no'],
 ['c_000000000021', 'polyA_site_02777_+_readcount_1', 'ORF_005653', '+', 'no'],
 ['c_000000000021', 'polyA_site_02780_+_readcount_2', 'ORF_005663', '+', 'no'],
 ['c_000000000021', 'polyA_site_02783_+_readcount_1', 'FUN_005354', '+', 'no'],
 ['c_000000000019', 'polyA_site_02787_+_readcount_2', 'FUN_004816', '+', 'no'],
 ['c_000000000019', 'polyA_site_02788_+_readcount_5', 'ORF_005689', '+', 'no'],
 ['c_000000000019', 'polyA_site_02790_+_readcount_14', 'ORF_005693', '+', 'no'],
 ['c_000000000019', 'polyA_site_02802_+_readcount_1', 'ORFr_006137', '+', 'no'],
 ['c_000000000019', 'polyA_site_02809_+_readcount_14', 'ORF_005739', '+', 'no'],
 ['c_000000000019', 'polyA_site_02811_+_readcount_2', 'ORF_005743', '+', 'no'],
 ['c_000000000019', 'polyA_site_02818_+_readcount_1', 'ORF_005758', '+', 'no'],
 ['c_000000000019', 'polyA_site_02821_+_readcount_37', 'ORF_005767', '+', 'no'],
 ['c_000000000019', 'polyA_site_02827_+_readcount_14', 'ORF_005782', '+', 'no'],
 ['c_000000000019', 'polyA_site_02828_+_readcount_1', 'FUN_004938', '+', 'no'],
 ['c_000000000019', 'polyA_site_02857_+_readcount_2', 'ORFr_006282', '+', 'no'],
 ['c_000000000019', 'polyA_site_02860_+_readcount_2', 'FUN_005036', '+', 'no'],
 ['c_000000000019', 'polyA_site_02862_+_readcount_19', 'ORF_005860', '+', 'no'],
 ['c_000000000031', 'polyA_site_02899_+_readcount_7', 'ORFr_006365', '+', 'no'],
 ['c_000000000031', 'polyA_site_02904_+_readcount_2', 'ORFr_006371', '+', 'no'],
 ['c_000000000031', 'polyA_site_02905_+_readcount_3', 'ORF_005935', '+', 'no'],
 ['c_000000000031', 'polyA_site_02909_+_readcount_1', 'ORF_005938', '+', 'no'],
 ['c_000000000031', 'polyA_site_02910_+_readcount_1', 'ORF_005939', '+', 'no'],
 ['c_000000000031', 'polyA_site_02913_+_readcount_2', 'ORFr_006385', '+', 'no'],
 ['c_000000000031', 'polyA_site_02914_+_readcount_1', 'ORF_005943', '+', 'no'],
 ['c_000000000031', 'polyA_site_02920_+_readcount_3', 'ORF_005962', '+', 'no'],
 ['c_000000000031', 'polyA_site_02926_+_readcount_1', 'ORFr_006413', '+', 'no'],
 ['c_000000000031', 'polyA_site_02945_+_readcount_2', 'ORF_005993', '+', 'no'],
 ['c_000000000031', 'polyA_site_02947_+_readcount_8', 'ORF_006004', '+', 'no'],
 ['c_000000000031', 'polyA_site_02949_+_readcount_3', 'ORFr_006457', '+', 'no'],
 ['c_000000000031', 'polyA_site_02963_+_readcount_11', 'ORFr_006476', '+', 'no'],
 ['c_000000000031', 'polyA_site_02972_+_readcount_1', 'ORF_006044-b', '+', 'no'],
 ['c_000000000031', 'polyA_site_02978_+_readcount_2', 'ORF_006057', '+', 'no'],
 ['c_000000000005', 'polyA_site_02995_+_readcount_7', 'ORF_006083', '+', 'no'],
 ['c_000000000005', 'polyA_site_02997_+_readcount_7', 'ORF_006085', '+', 'no'],
 ['c_000000000005', 'polyA_site_03014_+_readcount_1', 'ORF_006121', '+', 'no'],
 ['c_000000000005', 'polyA_site_03021_+_readcount_3', 'ORFr_006585', '+', 'no'],
 ['c_000000000005', 'polyA_site_03038_+_readcount_19', 'ORFr_006614', '+', 'no'],
 ['c_000000000005', 'polyA_site_03060_+_readcount_2', 'ORF_006207', '+', 'no'],
 ['c_000000000005', 'polyA_site_03061_+_readcount_7', 'ORF_006209', '+', 'no'],
 ['c_000000000005', 'polyA_site_03062_+_readcount_1', 'ORF_006210', '+', 'no'],
 ['c_000000000005', 'polyA_site_03063_+_readcount_3', 'ORF_006211', '+', 'no'],
 ['c_000000000005', 'polyA_site_03065_+_readcount_1', 'ORF_006212', '+', 'no'],
 ['c_000000000022', 'polyA_site_03078_+_readcount_5', 'ORF_006236', '+', 'no'],
 ['c_000000000022', 'polyA_site_03096_+_readcount_2', 'ORFr_006756', '+', 'no'],
 ['c_000000000022', 'polyA_site_03109_+_readcount_1', 'ORF_006315', '+', 'no'],
 ['c_000000000027', 'polyA_site_03131_+_readcount_2', 'FUN_005634', '+', 'no'],
 ['c_000000000027', 'polyA_site_03135_+_readcount_1', 'ORF_006370', '+', 'no'],
 ['c_000000000027', 'polyA_site_03141_+_readcount_2', 'ORF_006384', '+', 'no'],
 ['c_000000000027', 'polyA_site_03142_+_readcount_1', 'ORF_006384-b', '+', 'no'],
 ['c_000000000027', 'polyA_site_03149_+_readcount_1', 'ORFr_006871', '+', 'no'],
 ['c_000000000027', 'polyA_site_03152_+_readcount_3', 'ORF_006395', '+', 'no'],
 ['c_000000000027', 'polyA_site_03159_+_readcount_2', 'ORF_006407', '+', 'no'],
 ['c_000000000027', 'polyA_site_03163_+_readcount_12', 'ORF_006412', '+', 'no'],
 ['c_000000000023', 'polyA_site_03168_+_readcount_4', 'ORF_006432', '+', 'no'],
 ['c_000000000023', 'polyA_site_03170_+_readcount_1', 'ORF_006437', '+', 'no'],
 ['c_000000000023', 'polyA_site_03175_+_readcount_3', 'ORF_006449', '+', 'no'],
 ['c_000000000023', 'polyA_site_03179_+_readcount_1', 'ORF_006455', '+', 'no'],
 ['c_000000000023', 'polyA_site_03184_+_readcount_3', 'ORF_006459-a', '+', 'no'],
 ['c_000000000025', 'polyA_site_03199_+_readcount_137', 'ORF_006505', '+', 'no'],
 ['c_000000000025', 'polyA_site_03200_+_readcount_3', 'ORFr_006993', '+', 'no'],
 ['c_000000000025', 'polyA_site_03201_+_readcount_2', 'ORF_006510-b', '+', 'no'],
 ['c_000000000025', 'polyA_site_03202_+_readcount_2', 'FUN_005594', '+', 'no'],
 ['c_000000000004', 'polyA_site_03203_+_readcount_1', 'FUN_000912', '+', 'no'],
 ['c_000000000004', 'polyA_site_03205_+_readcount_1', 'ORFr_007002-b', '+', 'no'],
 ['c_000000000002', 'polyA_site_03214_+_readcount_1', 'FUN_000505', '+', 'no'],
 ['c_000000000007', 'polyA_site_03219_+_readcount_1', 'ORFn_008380', '+', 'no'],
 ['c_000000000699', 'polyA_site_03221_-_readcount_8', 'ORF_000001', '-', 'no'],
 ['c_000000000699', 'polyA_site_03222_-_readcount_2', 'ORF_000001', '-', 'no'],
 ['c_000000000699', 'polyA_site_03223_-_readcount_3', 'ORF_000004', '-', 'no'],
 ['c_000000000699', 'polyA_site_03224_-_readcount_2', 'ORF_000006', '-', 'no'],
 ['c_000000000699', 'polyA_site_03225_-_readcount_2', 'ORF_000008', '-', 'no'],
 ['c_000000000699', 'polyA_site_03226_-_readcount_6', 'ORF_000010', '-', 'no'],
 ['c_000000000699', 'polyA_site_03227_-_readcount_3', 'ORF_000013', '-', 'no'],
 ['c_000000000699', 'polyA_site_03228_-_readcount_84', 'ORF_000016', '-', 'no'],
 ['c_000000000699', 'polyA_site_03229_-_readcount_1', 'ORF_000021', '-', 'no'],
 ['c_000000000699', 'polyA_site_03230_-_readcount_5', 'ORF_000027', '-', 'no'],
 ['c_000000000699', 'polyA_site_03231_-_readcount_2', 'ORF_000030', '-', 'no'],
 ['c_000000000699', 'polyA_site_03232_-_readcount_45', 'ORF_000030', '-', 'no'],
 ['c_000000000699', 'polyA_site_03233_-_readcount_1', 'ORF_000030', '-', 'no'],
 ['c_000000000699', 'polyA_site_03234_-_readcount_1', 'ORF_000034', '-', 'no'],
 ['c_000000000699', 'polyA_site_03235_-_readcount_1', 'ORF_000034-b', '-', 'no'],
 ['c_000000000699', 'polyA_site_03236_-_readcount_5', 'ORF_000034-b', '-', 'no'],
 ['c_000000000699', 'polyA_site_03237_-_readcount_4', 'ORF_000035', '-', 'no'],
 ['c_000000000699', 'polyA_site_03238_-_readcount_29', 'ORF_000037', '-', 'no'],
 ['c_000000000699', 'polyA_site_03239_-_readcount_1', 'ORF_000037', '-', 'no'],
 ['c_000000000699', 'polyA_site_03240_-_readcount_145', 'ORF_000039', '-', 'no'],
 ['c_000000000699', 'polyA_site_03241_-_readcount_2', 'ORF_000039', '-', 'no'],
 ['c_000000000699', 'polyA_site_03242_-_readcount_2', 'ORF_000051', '-', 'no'],
 ['c_000000000699', 'polyA_site_03243_-_readcount_13', 'ORF_000053', '-', 'no'],
 ['c_000000000699', 'polyA_site_03244_-_readcount_1', 'ORF_000057', '-', 'no'],
 ['c_000000000699', 'polyA_site_03245_-_readcount_15', 'ORF_000057', '-', 'no'],
 ['c_000000000699', 'polyA_site_03246_-_readcount_44', 'ORF_000060', '-', 'no'],
 ['c_000000000699', 'polyA_site_03247_-_readcount_1', 'ORF_000060', '-', 'no'],
 ['c_000000000699', 'polyA_site_03248_-_readcount_2', 'ORF_000061', '-', 'no'],
 ['c_000000000699', 'polyA_site_03249_-_readcount_1', 'ORF_000061', '-', 'no'],
 ['c_000000000699', 'polyA_site_03250_-_readcount_10', 'ORF_000064', '-', 'no'],
 ['c_000000000699', 'polyA_site_03251_-_readcount_1', 'ORF_000067', '-', 'no'],
 ['c_000000000699', 'polyA_site_03253_-_readcount_13', 'ORF_000070', '-', 'no'],
 ['c_000000000699', 'polyA_site_03254_-_readcount_2', 'ORF_000071', '-', 'no'],
 ['c_000000000699', 'polyA_site_03255_-_readcount_2', 'ORF_000071-b', '-', 'no'],
 ['c_000000000699', 'polyA_site_03256_-_readcount_1', 'ORF_000072', '-', 'no'],
 ['c_000000000699', 'polyA_site_03257_-_readcount_2', 'ORF_000074', '-', 'no'],
 ['c_000000000699', 'polyA_site_03258_-_readcount_4', 'ORF_000075', '-', 'no'],
 ['c_000000000699', 'polyA_site_03259_-_readcount_2', 'ORF_000076', '-', 'no'],
 ['c_000000000699', 'polyA_site_03260_-_readcount_1', 'ORF_000076', '-', 'no'],
 ['c_000000000699', 'polyA_site_03261_-_readcount_5', 'ORF_000078', '-', 'no'],
 ['c_000000000699', 'polyA_site_03262_-_readcount_23', 'ORF_000082', '-', 'no'],
 ['c_000000000699', 'polyA_site_03263_-_readcount_16', 'ORF_000083', '-', 'no'],
 ['c_000000000699', 'polyA_site_03264_-_readcount_159', 'ORF_000084', '-', 'no'],
 ['c_000000000699', 'polyA_site_03266_-_readcount_1', 'ORF_000088', '-', 'no'],
 ['c_000000000699', 'polyA_site_03267_-_readcount_14', 'ORF_000089-b', '-', 'no'],
 ['c_000000000699', 'polyA_site_03268_-_readcount_14', 'ORF_000091', '-', 'no'],
 ['c_000000000699', 'polyA_site_03269_-_readcount_3', 'ORF_000091', '-', 'no'],
 ['c_000000000699', 'polyA_site_03271_-_readcount_4', 'ORF_000096', '-', 'no'],
 ['c_000000000699', 'polyA_site_03272_-_readcount_85', 'ORF_000099', '-', 'no'],
 ['c_000000000699', 'polyA_site_03273_-_readcount_1', 'ORF_000099', '-', 'no'],
 ['c_000000000699', 'polyA_site_03274_-_readcount_1', 'ORF_000101', '-', 'no'],
 ['c_000000000699', 'polyA_site_03275_-_readcount_14', 'ORF_000102', '-', 'no'],
 ['c_000000000699', 'polyA_site_03276_-_readcount_3', 'ORF_000103', '-', 'no'],
 ['c_000000000699', 'polyA_site_03277_-_readcount_1', 'ORF_000109', '-', 'no'],
 ['c_000000000699', 'polyA_site_03278_-_readcount_2', 'ORF_000110', '-', 'no'],
 ['c_000000000699', 'polyA_site_03279_-_readcount_5', 'ORF_000111', '-', 'no'],
 ['c_000000000699', 'polyA_site_03280_-_readcount_1', 'ORF_000111', '-', 'no'],
 ['c_000000000699', 'polyA_site_03283_-_readcount_2', 'ORF_000116', '-', 'no'],
 ['c_000000000699', 'polyA_site_03284_-_readcount_4', 'ORF_000119', '-', 'no'],
 ['c_000000000699', 'polyA_site_03285_-_readcount_5', 'ORF_000121', '-', 'no'],
 ['c_000000000699', 'polyA_site_03287_-_readcount_20', 'ORF_000126', '-', 'no'],
 ['c_000000000699', 'polyA_site_03288_-_readcount_62', 'ORF_000127', '-', 'no'],
 ['c_000000000699', 'polyA_site_03289_-_readcount_2', 'ORF_000129', '-', 'no'],
 ['c_000000000699', 'polyA_site_03290_-_readcount_12', 'ORF_000130', '-', 'no'],
 ['c_000000000699', 'polyA_site_03291_-_readcount_2', 'ORF_000132', '-', 'no'],
 ['c_000000000699', 'polyA_site_03293_-_readcount_42', 'ORF_000136', '-', 'no'],
 ['c_000000000699', 'polyA_site_03294_-_readcount_1', 'ORF_000136', '-', 'no'],
 ['c_000000000699', 'polyA_site_03295_-_readcount_14', 'ORF_000139', '-', 'no'],
 ['c_000000000699', 'polyA_site_03296_-_readcount_3', 'ORF_000142', '-', 'no'],
 ['c_000000000699', 'polyA_site_03297_-_readcount_3', 'ORF_000143', '-', 'no'],
 ['c_000000000699', 'polyA_site_03298_-_readcount_6', 'ORF_000144', '-', 'no'],
 ['c_000000000699', 'polyA_site_03299_-_readcount_4', 'ORF_000145', '-', 'no'],
 ['c_000000000699', 'polyA_site_03300_-_readcount_11', 'ORF_000146', '-', 'no'],
 ['c_000000000699', 'polyA_site_03301_-_readcount_1', 'ORF_000149', '-', 'no'],
 ['c_000000000699', 'polyA_site_03302_-_readcount_1', 'ORF_000150', '-', 'no'],
 ['c_000000000699', 'polyA_site_03303_-_readcount_3', 'ORF_000155-b', '-', 'no'],
 ['c_000000000699', 'polyA_site_03304_-_readcount_4', 'ORF_000160', '-', 'no'],
 ['c_000000000699', 'polyA_site_03305_-_readcount_25', 'ORF_000161', '-', 'no'],
 ['c_000000000699', 'polyA_site_03306_-_readcount_3', 'ORF_000167', '-', 'no'],
 ['c_000000000699', 'polyA_site_03307_-_readcount_74', 'ORF_000167', '-', 'no'],
 ['c_000000000699', 'polyA_site_03308_-_readcount_1', 'ORF_000167', '-', 'no'],
 ['c_000000000699', 'polyA_site_03310_-_readcount_1', 'ORF_000170', '-', 'no'],
 ['c_000000000699', 'polyA_site_03311_-_readcount_2', 'ORF_000171', '-', 'no'],
 ['c_000000000699', 'polyA_site_03312_-_readcount_1', 'ORF_000172', '-', 'no'],
 ['c_000000000699', 'polyA_site_03313_-_readcount_1', 'ORF_000175', '-', 'no'],
 ['c_000000000699', 'polyA_site_03314_-_readcount_4', 'ORF_000178', '-', 'no'],
 ['c_000000000699', 'polyA_site_03315_-_readcount_1', 'ORF_000179', '-', 'no'],
 ['c_000000000699', 'polyA_site_03316_-_readcount_9', 'ORF_000180', '-', 'no'],
 ['c_000000000699', 'polyA_site_03317_-_readcount_1', 'ORF_000180', '-', 'no'],
 ['c_000000000699', 'polyA_site_03318_-_readcount_1', 'ORF_000183-b', '-', 'no'],
 ['c_000000000699', 'polyA_site_03319_-_readcount_2', 'ORF_000184-c', '-', 'no'],
 ['c_000000000699', 'polyA_site_03320_-_readcount_18', 'ORF_000188', '-', 'no'],
 ['c_000000000699', 'polyA_site_03321_-_readcount_3', 'ORF_000188', '-', 'no'],
 ['c_000000000699', 'polyA_site_03322_-_readcount_1', 'ORF_000189', '-', 'no'],
 ['c_000000000699', 'polyA_site_03323_-_readcount_2', 'ORF_000192', '-', 'no'],
 ['c_000000000699', 'polyA_site_03324_-_readcount_1', 'ORF_000195', '-', 'no'],
 ['c_000000000699', 'polyA_site_03325_-_readcount_8', 'ORF_000196', '-', 'no'],
 ['c_000000000699', 'polyA_site_03326_-_readcount_6', 'ORF_000198', '-', 'no'],
 ['c_000000000699', 'polyA_site_03327_-_readcount_1', 'ORF_000199', '-', 'no'],
 ['c_000000000699', 'polyA_site_03328_-_readcount_2', 'ORF_000200', '-', 'no'],
 ['c_000000000699', 'polyA_site_03329_-_readcount_11', 'ORF_000208', '-', 'no'],
 ['c_000000000699', 'polyA_site_03330_-_readcount_1', 'ORF_000208', '-', 'no'],
 ['c_000000000699', 'polyA_site_03331_-_readcount_1', 'ORF_000209-b', '-', 'no'],
 ['c_000000000699', 'polyA_site_03332_-_readcount_15', 'ORF_000213', '-', 'no'],
 ['c_000000000699', 'polyA_site_03334_-_readcount_2', 'ORF_000216', '-', 'no'],
 ['c_000000000699', 'polyA_site_03335_-_readcount_4', 'ORF_000217', '-', 'no'],
 ['c_000000000699', 'polyA_site_03336_-_readcount_1', 'ORF_000217', '-', 'no'],
 ['c_000000000699', 'polyA_site_03337_-_readcount_13', 'ORF_000217', '-', 'no'],
 ['c_000000000699', 'polyA_site_03338_-_readcount_3', 'ORF_000218', '-', 'no'],
 ['c_000000000699', 'polyA_site_03339_-_readcount_1', 'ORF_000218-b', '-', 'no'],
 ['c_000000000699', 'polyA_site_03340_-_readcount_3', 'ORF_000219', '-', 'no'],
 ['c_000000000699', 'polyA_site_03341_-_readcount_1', 'ORF_000219', '-', 'no'],
 ['c_000000000699', 'polyA_site_03342_-_readcount_4', 'ORF_000219', '-', 'no'],
 ['c_000000000699', 'polyA_site_03343_-_readcount_1', 'ORF_000219', '-', 'no'],
