[['c_000000000699', 'polyA_site_00001_+_readcount_1', 'FUN_006903', '+'],
 ['c_000000000012', 'polyA_site_00447_+_readcount_63', 'ORF_000874', '+'],
 ['c_000000000012', 'polyA_site_00448_+_readcount_1', 'ORF_000874', '+'],
 ['c_000000000012', 'polyA_site_00449_+_readcount_2', 'ORF_000875', '+'],
 ['c_000000000012', 'polyA_site_00450_+_readcount_3', 'ORF_000877', '+'],
 ['c_000000000012', 'polyA_site_00451_+_readcount_66', 'ORF_000879', '+'],
 ['c_000000000012', 'polyA_site_00452_+_readcount_8', 'ORF_000879', '+'],
 ['c_000000000012', 'polyA_site_00453_+_readcount_1', 'ORF_000880', '+'],
 ['c_000000000012', 'polyA_site_00455_+_readcount_1', 'ORF_000886', '+'],
 ['c_000000000012', 'polyA_site_00456_+_readcount_12', 'ORF_000886', '+'],
 ['c_000000000012', 'polyA_site_00457_+_readcount_1', 'ORF_000887', '+'],
 ['c_000000000012', 'polyA_site_00458_+_readcount_1', 'ORF_000893', '+'],
 ['c_000000000012', 'polyA_site_00459_+_readcount_10', 'ORF_000899', '+'],
 ['c_000000000012', 'polyA_site_00460_+_readcount_94', 'ORF_000900', '+'],
 ['c_000000000012', 'polyA_site_00461_+_readcount_7', 'ORF_000901', '+'],
 ['c_000000000012', 'polyA_site_00462_+_readcount_10', 'ORF_000902', '+'],
 ['c_000000000012', 'polyA_site_00463_+_readcount_3', 'ORF_000903', '+'],
 ['c_000000000012', 'polyA_site_00464_+_readcount_65', 'ORF_000905', '+'],
 ['c_000000000012', 'polyA_site_00465_+_readcount_2', 'ORF_000907', '+'],
 ['c_000000000012', 'polyA_site_00466_+_readcount_2', 'ORF_000909', '+'],
 ['c_000000000012', 'polyA_site_00467_+_readcount_1', 'ORF_000909', '+'],
 ['c_000000000012', 'polyA_site_00468_+_readcount_5', 'ORF_000910', '+'],
 ['c_000000000012', 'polyA_site_00469_+_readcount_4', 'ORF_000911', '+'],
 ['c_000000000012', 'polyA_site_00470_+_readcount_13', 'ORF_000915', '+'],
 ['c_000000000012', 'polyA_site_00471_+_readcount_107', 'ORF_000917-b', '+'],
 ['c_000000000012', 'polyA_site_00472_+_readcount_86', 'ORF_000918', '+'],
 ['c_000000000012', 'polyA_site_00474_+_readcount_9', 'ORF_000932-b', '+'],
 ['c_000000000012', 'polyA_site_00475_+_readcount_8', 'ORF_000932-b', '+'],
 ['c_000000000012', 'polyA_site_00476_+_readcount_1', 'ORF_000936', '+'],
 ['c_000000000012', 'polyA_site_00477_+_readcount_27', 'ORF_000936', '+'],
 ['c_000000000012', 'polyA_site_00478_+_readcount_2', 'ORF_000937', '+'],
 ['c_000000000012', 'polyA_site_00480_+_readcount_12', 'ORF_000946', '+'],
 ['c_000000000012', 'polyA_site_00481_+_readcount_5', 'ORF_000949', '+'],
 ['c_000000000012', 'polyA_site_00482_+_readcount_1', 'ORF_000950', '+'],
 ['c_000000000012', 'polyA_site_00483_+_readcount_3', 'ORF_000951-b', '+'],
 ['c_000000000012', 'polyA_site_00484_+_readcount_1', 'ORF_000955', '+'],
 ['c_000000000012', 'polyA_site_00485_+_readcount_1', 'ORF_000960', '+'],
 ['c_000000000012', 'polyA_site_00486_+_readcount_150', 'ORF_000961-b', '+'],
 ['c_000000000012', 'polyA_site_00488_+_readcount_2', 'ORF_000963', '+'],
 ['c_000000000006', 'polyA_site_00491_+_readcount_6', 'ORF_000979', '+'],
 ['c_000000000006', 'polyA_site_00492_+_readcount_7', 'ORF_000979', '+'],
 ['c_000000000006', 'polyA_site_00493_+_readcount_4', 'ORF_000980-b', '+'],
 ['c_000000000006', 'polyA_site_00494_+_readcount_5', 'ORF_000982', '+'],
 ['c_000000000006', 'polyA_site_00496_+_readcount_4', 'ORF_000991', '+'],
 ['c_000000000006', 'polyA_site_00497_+_readcount_1', 'ORF_000993', '+'],
 ['c_000000000006', 'polyA_site_00498_+_readcount_23', 'ORF_000993', '+'],
 ['c_000000000006', 'polyA_site_00499_+_readcount_1', 'ORF_000994', '+'],
 ['c_000000000006', 'polyA_site_00500_+_readcount_17', 'ORF_000994', '+'],
 ['c_000000000006', 'polyA_site_00501_+_readcount_6', 'ORF_000995', '+'],
 ['c_000000000006', 'polyA_site_00502_+_readcount_5', 'ORF_000996', '+'],
 ['c_000000000006', 'polyA_site_00503_+_readcount_55', 'ORF_001000', '+'],
 ['c_000000000006', 'polyA_site_00504_+_readcount_1', 'ORF_001000', '+'],
 ['c_000000000006', 'polyA_site_00505_+_readcount_2', 'ORF_001003', '+'],
 ['c_000000000006', 'polyA_site_00506_+_readcount_2', 'ORF_001005', '+'],
 ['c_000000000006', 'polyA_site_00507_+_readcount_1', 'ORF_001006', '+'],
 ['c_000000000006', 'polyA_site_00508_+_readcount_1', 'ORF_001007', '+'],
 ['c_000000000006', 'polyA_site_00511_+_readcount_70', 'ORF_001013', '+'],
 ['c_000000000006', 'polyA_site_00512_+_readcount_3', 'ORF_001018', '+'],
 ['c_000000000006', 'polyA_site_00513_+_readcount_2', 'ORF_001020', '+'],
 ['c_000000000006', 'polyA_site_00514_+_readcount_9', 'ORF_001021-b', '+'],
 ['c_000000000006', 'polyA_site_00515_+_readcount_40', 'ORF_001022', '+'],
 ['c_000000000006', 'polyA_site_00516_+_readcount_1', 'ORF_001026', '+'],
 ['c_000000000006', 'polyA_site_00517_+_readcount_4', 'ORF_001026', '+'],
 ['c_000000000006', 'polyA_site_00518_+_readcount_14', 'ORF_001027', '+'],
 ['c_000000000006', 'polyA_site_00521_+_readcount_68', 'ORF_001033', '+'],
 ['c_000000000006', 'polyA_site_00522_+_readcount_25', 'ORF_001037', '+'],
 ['c_000000000006', 'polyA_site_00523_+_readcount_1', 'ORF_001037', '+'],
 ['c_000000000006', 'polyA_site_00524_+_readcount_6', 'ORF_001038', '+'],
 ['c_000000000006', 'polyA_site_00525_+_readcount_5', 'ORF_001039', '+'],
 ['c_000000000006', 'polyA_site_00526_+_readcount_58', 'ORF_001039', '+'],
 ['c_000000000006', 'polyA_site_00527_+_readcount_1', 'ORF_001039', '+'],
 ['c_000000000006', 'polyA_site_00528_+_readcount_5', 'ORF_001040', '+'],
 ['c_000000000006', 'polyA_site_00529_+_readcount_13', 'ORF_001044-b', '+'],
 ['c_000000000006', 'polyA_site_00531_+_readcount_2', 'ORF_001049', '+'],
 ['c_000000000006', 'polyA_site_00532_+_readcount_6', 'ORF_001050', '+'],
 ['c_000000000006', 'polyA_site_00533_+_readcount_3', 'ORF_001051', '+'],
 ['c_000000000006', 'polyA_site_00534_+_readcount_1', 'ORF_001051', '+'],
 ['c_000000000006', 'polyA_site_00535_+_readcount_1', 'ORF_001051', '+'],
 ['c_000000000006', 'polyA_site_00536_+_readcount_1', 'ORF_001053', '+'],
 ['c_000000000006', 'polyA_site_00539_+_readcount_9', 'ORF_001059-b', '+'],
 ['c_000000000006', 'polyA_site_00541_+_readcount_4', 'ORF_001064', '+'],
 ['c_000000000006', 'polyA_site_00542_+_readcount_1', 'ORF_001068', '+'],
 ['c_000000000006', 'polyA_site_00543_+_readcount_4', 'ORF_001069', '+'],
 ['c_000000000006', 'polyA_site_00545_+_readcount_1', 'ORF_001075', '+'],
 ['c_000000000006', 'polyA_site_00546_+_readcount_23', 'ORF_001075', '+'],
 ['c_000000000006', 'polyA_site_00547_+_readcount_5', 'ORF_001075', '+'],
 ['c_000000000006', 'polyA_site_00548_+_readcount_90', 'ORF_001078', '+'],
 ['c_000000000006', 'polyA_site_00549_+_readcount_3', 'ORF_001081', '+'],
 ['c_000000000006', 'polyA_site_00551_+_readcount_3', 'ORF_001083-b', '+'],
 ['c_000000000006', 'polyA_site_00552_+_readcount_4', 'ORF_001083-b', '+'],
 ['c_000000000006', 'polyA_site_00553_+_readcount_2', 'ORF_001083-b', '+'],
 ['c_000000000006', 'polyA_site_00554_+_readcount_58', 'ORF_001083-b', '+'],
 ['c_000000000006', 'polyA_site_00555_+_readcount_102', 'ORF_001085', '+'],
 ['c_000000000006', 'polyA_site_00556_+_readcount_1', 'ORF_001085', '+'],
 ['c_000000000006', 'polyA_site_00559_+_readcount_22', 'ORF_001088', '+'],
 ['c_000000000006', 'polyA_site_00560_+_readcount_2', 'ORF_001088', '+'],
 ['c_000000000006', 'polyA_site_00563_+_readcount_1', 'ORF_001096', '+'],
 ['c_000000000006', 'polyA_site_00564_+_readcount_1', 'ORF_001096', '+'],
 ['c_000000000006', 'polyA_site_00565_+_readcount_87', 'ORF_001096', '+'],
 ['c_000000000006', 'polyA_site_00566_+_readcount_3', 'ORF_001096', '+'],
 ['c_000000000006', 'polyA_site_00567_+_readcount_38', 'ORF_001096', '+'],
 ['c_000000000006', 'polyA_site_00569_+_readcount_3', 'ORF_001105', '+'],
 ['c_000000000006', 'polyA_site_00570_+_readcount_42', 'ORF_001105', '+'],
 ['c_000000000006', 'polyA_site_00571_+_readcount_1', 'ORF_001105', '+'],
 ['c_000000000006', 'polyA_site_00572_+_readcount_7', 'ORF_001106', '+'],
 ['c_000000000006', 'polyA_site_00573_+_readcount_1', 'ORF_001106', '+'],
 ['c_000000000006', 'polyA_site_00574_+_readcount_2', 'ORF_001107', '+'],
 ['c_000000000006', 'polyA_site_00576_+_readcount_175', 'ORF_001110', '+'],
 ['c_000000000006', 'polyA_site_00577_+_readcount_1', 'ORF_001110-b', '+'],
 ['c_000000000006', 'polyA_site_00579_+_readcount_1', 'ORF_001112', '+'],
 ['c_000000000006', 'polyA_site_00580_+_readcount_11', 'ORF_001112', '+'],
 ['c_000000000006', 'polyA_site_00583_+_readcount_3', 'ORF_001119', '+'],
 ['c_000000000006', 'polyA_site_00585_+_readcount_86', 'ORF_001127', '+'],
 ['c_000000000006', 'polyA_site_00586_+_readcount_1', 'ORF_001127', '+'],
 ['c_000000000006', 'polyA_site_00588_+_readcount_72', 'ORF_001129', '+'],
 ['c_000000000006', 'polyA_site_00591_+_readcount_6', 'ORF_001132', '+'],
 ['c_000000000006', 'polyA_site_00592_+_readcount_17', 'ORF_001132', '+'],
 ['c_000000000006', 'polyA_site_00593_+_readcount_151', 'ORF_001132', '+'],
 ['c_000000000006', 'polyA_site_00594_+_readcount_16', 'ORF_001132', '+'],
 ['c_000000000006', 'polyA_site_00595_+_readcount_3', 'ORF_001133', '+'],
 ['c_000000000006', 'polyA_site_00597_+_readcount_3', 'ORF_001136', '+'],
 ['c_000000000006', 'polyA_site_00598_+_readcount_1', 'ORF_001137', '+'],
 ['c_000000000006', 'polyA_site_00601_+_readcount_3', 'ORF_001140', '+'],
 ['c_000000000006', 'polyA_site_00602_+_readcount_3', 'ORF_001145', '+'],
 ['c_000000000006', 'polyA_site_00603_+_readcount_1', 'ORF_001146', '+'],
 ['c_000000000006', 'polyA_site_00604_+_readcount_31', 'ORF_001147', '+'],
 ['c_000000000006', 'polyA_site_00605_+_readcount_1', 'ORF_001147', '+'],
 ['c_000000000006', 'polyA_site_00610_+_readcount_3', 'ORF_001158', '+'],
 ['c_000000000006', 'polyA_site_00613_+_readcount_4', 'ORF_001168', '+'],
 ['c_000000000006', 'polyA_site_00615_+_readcount_1', 'ORF_001174', '+'],
 ['c_000000000006', 'polyA_site_00616_+_readcount_4', 'ORF_001175', '+'],
 ['c_000000000006', 'polyA_site_00617_+_readcount_3', 'ORF_001176', '+'],
 ['c_000000000006', 'polyA_site_00618_+_readcount_7', 'ORF_001178', '+'],
 ['c_000000000006', 'polyA_site_00620_+_readcount_1', 'ORF_001186-b', '+'],
 ['c_000000000006', 'polyA_site_00622_+_readcount_1', 'ORF_001192', '+'],
 ['c_000000000006', 'polyA_site_00623_+_readcount_1', 'ORF_001192', '+'],
 ['c_000000000006', 'polyA_site_00625_+_readcount_1', 'ORF_001201', '+'],
 ['c_000000000006', 'polyA_site_00626_+_readcount_7', 'ORF_001202', '+'],
 ['c_000000000006', 'polyA_site_00627_+_readcount_3', 'ORF_001204', '+'],
 ['c_000000000006', 'polyA_site_00628_+_readcount_1', 'ORF_001205', '+'],
 ['c_000000000006', 'polyA_site_00630_+_readcount_1', 'ORF_001207', '+'],
 ['c_000000000006', 'polyA_site_00632_+_readcount_2', 'ORF_001210', '+'],
 ['c_000000000006', 'polyA_site_00633_+_readcount_1', 'ORF_001210', '+'],
 ['c_000000000006', 'polyA_site_00634_+_readcount_1', 'ORF_001212', '+'],
 ['c_000000000006', 'polyA_site_00635_+_readcount_2', 'ORF_001213', '+'],
 ['c_000000000006', 'polyA_site_00636_+_readcount_1', 'ORF_001214', '+'],
 ['c_000000000006', 'polyA_site_00637_+_readcount_18', 'ORF_001216-b', '+'],
 ['c_000000000006', 'polyA_site_00638_+_readcount_38', 'ORF_001216-b', '+'],
 ['c_000000000006', 'polyA_site_00639_+_readcount_35', 'ORF_001216-b', '+'],
 ['c_000000000006', 'polyA_site_00641_+_readcount_1', 'ORF_001218', '+'],
 ['c_000000000006', 'polyA_site_00643_+_readcount_1', 'ORF_001219-b', '+'],
 ['c_000000000006', 'polyA_site_00644_+_readcount_10', 'ORF_001223', '+'],
 ['c_000000000006', 'polyA_site_00645_+_readcount_1', 'ORF_001227', '+'],
 ['c_000000000006', 'polyA_site_00646_+_readcount_3', 'ORF_001229', '+'],
 ['c_000000000006', 'polyA_site_00647_+_readcount_6', 'ORF_001234', '+'],
 ['c_000000000006', 'polyA_site_00648_+_readcount_1', 'ORF_001234', '+'],
 ['c_000000000006', 'polyA_site_00649_+_readcount_1', 'ORF_001236', '+'],
 ['c_000000000006', 'polyA_site_00650_+_readcount_10', 'ORF_001240', '+'],
 ['c_000000000006', 'polyA_site_00651_+_readcount_11', 'ORF_001242', '+'],
 ['c_000000000006', 'polyA_site_00652_+_readcount_3', 'ORF_001248-b', '+'],
 ['c_000000000006', 'polyA_site_00653_+_readcount_11', 'ORF_001256', '+'],
 ['c_000000000006', 'polyA_site_00654_+_readcount_25', 'ORF_001257', '+'],
 ['c_000000000006', 'polyA_site_00656_+_readcount_6', 'ORF_001259', '+'],
 ['c_000000000006', 'polyA_site_00657_+_readcount_1', 'ORF_001261', '+'],
 ['c_000000000006', 'polyA_site_00658_+_readcount_6', 'ORF_001263', '+'],
 ['c_000000000006', 'polyA_site_00659_+_readcount_5', 'ORF_001265', '+'],
 ['c_000000000006', 'polyA_site_00660_+_readcount_4', 'ORF_001266', '+'],
 ['c_000000000006', 'polyA_site_00661_+_readcount_40', 'ORF_001270-b', '+'],
 ['c_000000000006', 'polyA_site_00662_+_readcount_1', 'ORF_001270-b', '+'],
 ['c_000000000006', 'polyA_site_00663_+_readcount_1', 'ORF_001270-b', '+'],
 ['c_000000000006', 'polyA_site_00666_+_readcount_8', 'ORF_001272', '+'],
 ['c_000000000006', 'polyA_site_00667_+_readcount_1', 'ORF_001273', '+'],
 ['c_000000000006', 'polyA_site_00668_+_readcount_4', 'ORF_001274', '+'],
 ['c_000000000006', 'polyA_site_00671_+_readcount_1', 'ORF_001280', '+'],
 ['c_000000000006', 'polyA_site_00672_+_readcount_1', 'ORF_001283', '+'],
 ['c_000000000006', 'polyA_site_00673_+_readcount_1', 'ORF_001283', '+'],
 ['c_000000000006', 'polyA_site_00674_+_readcount_2', 'ORF_001284', '+'],
 ['c_000000000006', 'polyA_site_00676_+_readcount_1', 'ORF_001289', '+'],
 ['c_000000000006', 'polyA_site_00677_+_readcount_2', 'ORF_001291-b', '+'],
 ['c_000000000006', 'polyA_site_00678_+_readcount_1', 'ORF_001294', '+'],
 ['c_000000000006', 'polyA_site_00679_+_readcount_1', 'ORF_001296', '+'],
 ['c_000000000006', 'polyA_site_00680_+_readcount_1', 'ORF_001298', '+'],
 ['c_000000000006', 'polyA_site_00681_+_readcount_1', 'ORF_001299', '+'],
 ['c_000000000006', 'polyA_site_00682_+_readcount_7', 'ORF_001300', '+'],
 ['c_000000000006', 'polyA_site_00683_+_readcount_39', 'ORF_001300', '+'],
 ['c_000000000006', 'polyA_site_00684_+_readcount_4', 'ORF_001301', '+'],
 ['c_000000000006', 'polyA_site_00687_+_readcount_1', 'ORF_001303', '+'],
 ['c_000000000006', 'polyA_site_00689_+_readcount_2', 'ORF_001307', '+'],
 ['c_000000000006', 'polyA_site_00690_+_readcount_3', 'ORF_001308', '+'],
 ['c_000000000006', 'polyA_site_00692_+_readcount_14', 'ORF_001315', '+'],
 ['c_000000000006', 'polyA_site_00693_+_readcount_10', 'ORF_001318', '+'],
 ['c_000000000006', 'polyA_site_00694_+_readcount_14', 'ORF_001324', '+'],
 ['c_000000000006', 'polyA_site_00695_+_readcount_1', 'ORF_001325', '+'],
 ['c_000000000006', 'polyA_site_00696_+_readcount_12', 'ORF_001325', '+'],
 ['c_000000000006', 'polyA_site_00697_+_readcount_14', 'ORF_001327', '+'],
 ['c_000000000006', 'polyA_site_00698_+_readcount_1', 'ORF_001334', '+'],
 ['c_000000000006', 'polyA_site_00699_+_readcount_3', 'ORF_001335', '+'],
 ['c_000000000006', 'polyA_site_00701_+_readcount_2', 'ORF_001344', '+'],
 ['c_000000000006', 'polyA_site_00703_+_readcount_1', 'ORF_001348-b', '+'],
 ['c_000000000006', 'polyA_site_00704_+_readcount_1', 'ORF_001349', '+'],
 ['c_000000000006', 'polyA_site_00705_+_readcount_1', 'ORF_001351', '+'],
 ['c_000000000006', 'polyA_site_00706_+_readcount_8', 'ORF_001353', '+'],
 ['c_000000000006', 'polyA_site_00707_+_readcount_2', 'ORF_001353', '+'],
 ['c_000000000006', 'polyA_site_00708_+_readcount_39', 'ORF_001355', '+'],
 ['c_000000000006', 'polyA_site_00709_+_readcount_23', 'ORF_001358', '+'],
 ['c_000000000006', 'polyA_site_00711_+_readcount_5', 'ORF_001364', '+'],
 ['c_000000000006', 'polyA_site_00712_+_readcount_184', 'ORF_001368', '+'],
 ['c_000000000006', 'polyA_site_00713_+_readcount_13', 'ORF_001369', '+'],
 ['c_000000000006', 'polyA_site_00714_+_readcount_4', 'ORF_001371', '+'],
 ['c_000000000006', 'polyA_site_00715_+_readcount_1', 'ORF_001372', '+'],
 ['c_000000000006', 'polyA_site_00716_+_readcount_28', 'ORF_001373', '+'],
 ['c_000000000006', 'polyA_site_00717_+_readcount_3', 'ORF_001374', '+'],
 ['c_000000000006', 'polyA_site_00718_+_readcount_6', 'ORF_001376', '+'],
 ['c_000000000006', 'polyA_site_00719_+_readcount_1', 'ORF_001384', '+'],
 ['c_000000000006', 'polyA_site_00720_+_readcount_3', 'ORF_001384', '+'],
 ['c_000000000006', 'polyA_site_00721_+_readcount_55', 'ORF_001384', '+'],
 ['c_000000000006', 'polyA_site_00722_+_readcount_2', 'ORF_001384', '+'],
 ['c_000000000006', 'polyA_site_00723_+_readcount_11', 'ORF_001389', '+'],
 ['c_000000000006', 'polyA_site_00724_+_readcount_1', 'ORF_001390', '+'],
 ['c_000000000006', 'polyA_site_00725_+_readcount_210', 'ORF_001390', '+'],
 ['c_000000000006', 'polyA_site_00726_+_readcount_2', 'ORF_001392', '+'],
 ['c_000000000006', 'polyA_site_00727_+_readcount_1', 'ORF_001398', '+'],
 ['c_000000000006', 'polyA_site_00728_+_readcount_2', 'ORF_001399', '+'],
 ['c_000000000006', 'polyA_site_00729_+_readcount_1', 'ORF_001400', '+'],
 ['c_000000000006', 'polyA_site_00730_+_readcount_3', 'ORF_001401', '+'],
 ['c_000000000006', 'polyA_site_00731_+_readcount_9', 'ORF_001402', '+'],
 ['c_000000000006', 'polyA_site_00732_+_readcount_2', 'ORF_001402', '+'],
 ['c_000000000006', 'polyA_site_00733_+_readcount_28', 'ORF_001406', '+'],
 ['c_000000000006', 'polyA_site_00734_+_readcount_54', 'ORF_001411', '+'],
 ['c_000000000006', 'polyA_site_00735_+_readcount_2', 'ORF_001416', '+'],
 ['c_000000000006', 'polyA_site_00736_+_readcount_15', 'ORF_001417', '+'],
 ['c_000000000006', 'polyA_site_00737_+_readcount_54', 'ORF_001418', '+'],
 ['c_000000000006', 'polyA_site_00738_+_readcount_2', 'ORF_001419', '+'],
 ['c_000000000008', 'polyA_site_00739_+_readcount_2', 'ORF_001427', '+'],
 ['c_000000000008', 'polyA_site_00741_+_readcount_1', 'ORF_001434', '+'],
 ['c_000000000008', 'polyA_site_00742_+_readcount_1', 'ORF_001434', '+'],
 ['c_000000000008', 'polyA_site_00743_+_readcount_1', 'ORF_001438', '+'],
 ['c_000000000008', 'polyA_site_00744_+_readcount_1', 'ORF_001444', '+'],
 ['c_000000000008', 'polyA_site_00745_+_readcount_1', 'ORF_001445', '+'],
 ['c_000000000008', 'polyA_site_00746_+_readcount_5', 'ORF_001446', '+'],
 ['c_000000000008', 'polyA_site_00747_+_readcount_3', 'ORF_001447', '+'],
 ['c_000000000008', 'polyA_site_00748_+_readcount_10', 'ORF_001448', '+'],
 ['c_000000000008', 'polyA_site_00750_+_readcount_59', 'ORF_001451', '+'],
 ['c_000000000008', 'polyA_site_00751_+_readcount_3', 'ORF_001452', '+'],
 ['c_000000000008', 'polyA_site_00752_+_readcount_4', 'ORF_001452', '+'],
 ['c_000000000008', 'polyA_site_00753_+_readcount_4', 'ORF_001453', '+'],
 ['c_000000000008', 'polyA_site_00754_+_readcount_1', 'ORF_001455', '+'],
 ['c_000000000008', 'polyA_site_00755_+_readcount_1', 'ORF_001457', '+'],
 ['c_000000000008', 'polyA_site_00756_+_readcount_3', 'ORF_001459', '+'],
 ['c_000000000008', 'polyA_site_00758_+_readcount_7', 'ORF_001463', '+'],
 ['c_000000000008', 'polyA_site_00760_+_readcount_3', 'ORF_001468-b', '+'],
 ['c_000000000008', 'polyA_site_00761_+_readcount_6', 'ORF_001469-b', '+'],
 ['c_000000000008', 'polyA_site_00762_+_readcount_11', 'ORF_001471', '+'],
 ['c_000000000008', 'polyA_site_00763_+_readcount_1', 'ORF_001471-b', '+'],
 ['c_000000000008', 'polyA_site_00764_+_readcount_34', 'ORF_001472', '+'],
 ['c_000000000008', 'polyA_site_00765_+_readcount_1', 'ORF_001472', '+'],
 ['c_000000000008', 'polyA_site_00766_+_readcount_1', 'ORF_001473', '+'],
 ['c_000000000008', 'polyA_site_00767_+_readcount_1', 'ORF_001474', '+'],
 ['c_000000000008', 'polyA_site_00768_+_readcount_2', 'ORF_001474', '+'],
 ['c_000000000008', 'polyA_site_00769_+_readcount_2', 'ORF_001476', '+'],
 ['c_000000000008', 'polyA_site_00773_+_readcount_3', 'ORF_001478', '+'],
 ['c_000000000008', 'polyA_site_00774_+_readcount_1', 'ORF_001479', '+'],
 ['c_000000000008', 'polyA_site_00775_+_readcount_4', 'ORF_001479', '+'],
 ['c_000000000008', 'polyA_site_00777_+_readcount_37', 'ORF_001480', '+'],
 ['c_000000000008', 'polyA_site_00779_+_readcount_2', 'ORF_001483-b', '+'],
 ['c_000000000008', 'polyA_site_00780_+_readcount_1', 'ORF_001484-b', '+'],
 ['c_000000000008', 'polyA_site_00783_+_readcount_8', 'ORF_001487', '+'],
 ['c_000000000008', 'polyA_site_00784_+_readcount_3', 'ORF_001490', '+'],
 ['c_000000000008', 'polyA_site_00785_+_readcount_8', 'ORF_001490-b', '+'],
 ['c_000000000008', 'polyA_site_00786_+_readcount_1', 'ORF_001491', '+'],
 ['c_000000000008', 'polyA_site_00787_+_readcount_389', 'ORF_001491', '+'],
 ['c_000000000008', 'polyA_site_00788_+_readcount_1', 'ORF_001491', '+'],
 ['c_000000000008', 'polyA_site_00789_+_readcount_1', 'ORF_001497', '+'],
 ['c_000000000008', 'polyA_site_00791_+_readcount_1', 'ORF_001500-b', '+'],
 ['c_000000000008', 'polyA_site_00792_+_readcount_2', 'ORF_001505', '+'],
 ['c_000000000008', 'polyA_site_00793_+_readcount_2', 'ORF_001507', '+'],
 ['c_000000000008', 'polyA_site_00795_+_readcount_3', 'ORF_001519', '+'],
 ['c_000000000008', 'polyA_site_00796_+_readcount_8', 'ORF_001521', '+'],
 ['c_000000000008', 'polyA_site_00799_+_readcount_1', 'ORF_001527', '+'],
 ['c_000000000008', 'polyA_site_00800_+_readcount_20', 'ORF_001527', '+'],
 ['c_000000000008', 'polyA_site_00801_+_readcount_1', 'ORF_001528', '+'],
 ['c_000000000008', 'polyA_site_00803_+_readcount_4', 'ORF_001531', '+'],
 ['c_000000000008', 'polyA_site_00805_+_readcount_1', 'ORF_001536', '+'],
